factory_no,machine_no,part_no,serial_no,timestamp
2,9,i42CLDR,i42CLDR0126661578261708,1578261708.8365548
2,9,i42CLDR,i42CLDR0126661578288834,1578288834.6458673
2,10,j42CLDR,j42CLDR0126661578273236,1578273236.9654093
2,10,j42CLDR,j42CLDR0126661578207265,1578207265.7706606
3,1,a42CLDR,a42CLDR0136661578242517,1578242517.5088334
3,2,b42CLDR,b42CLDR0136661578237047,1578237047.123803
3,3,c42CLDR,c42CLDR0136661578282299,1578282299.8185658
3,4,d42CLDR,d42CLDR0136661578209751,1578209751.2140718
3,5,e42CLDR,e42CLDR0136661578221301,1578221301.779903
3,6,f42CLDR,f42CLDR0136661578283172,1578283172.2078016
3,7,g42CLDR,g42CLDR0136661578213035,1578213035.230506
3,8,h42CLDR,h42CLDR0136661578227838,1578227838.4884748
3,9,i42CLDR,i42CLDR0136661578283904,1578283904.3070402
3,10,j42CLDR,j42CLDR0136661578214507,1578214507.1787097
4,1,a42CLDR,a42CLDR0146661578216639,1578216639.757576
4,1,a42CLDR,a42CLDR0146661578252578,1578252578.6453161
4,1,a42CLDR,a42CLDR0146661578282255,1578282255.9118505
4,1,a42CLDR,a42CLDR0146661578237240,1578237240.180444
4,1,a42CLDR,a42CLDR0146661578272455,1578272455.5734162
4,2,b42CLDR,b42CLDR0146661578282516,1578282516.8254688
4,2,b42CLDR,b42CLDR0146661578225907,1578225907.5643237
4,2,b42CLDR,b42CLDR0146661578216265,1578216265.0899613
4,2,b42CLDR,b42CLDR0146661578219373,1578219373.4515285
4,2,b42CLDR,b42CLDR0146661578210100,1578210100.5118668
4,3,c42CLDR,c42CLDR0146661578237973,1578237973.1004183
4,3,c42CLDR,c42CLDR0146661578234684,1578234684.7293692
4,3,c42CLDR,c42CLDR0146661578248294,1578248294.1212738
4,3,c42CLDR,c42CLDR0146661578214963,1578214963.602036
4,3,c42CLDR,c42CLDR0146661578255875,1578255875.5935955
4,4,d42CLDR,d42CLDR0146661578255434,1578255434.0137148
4,4,d42CLDR,d42CLDR0146661578213558,1578213558.7460458
4,4,d42CLDR,d42CLDR0146661578252343,1578252343.005948
4,4,d42CLDR,d42CLDR0146661578277756,1578277756.8244534
4,4,d42CLDR,d42CLDR0146661578250346,1578250346.592946
4,5,e42CLDR,e42CLDR0146661578254884,1578254884.3012362
4,5,e42CLDR,e42CLDR0146661578205809,1578205809.7095578
4,5,e42CLDR,e42CLDR0146661578219665,1578219665.3219838
4,5,e42CLDR,e42CLDR0146661578278837,1578278837.3326347
4,5,e42CLDR,e42CLDR0146661578233316,1578233316.2092047
4,6,f42CLDR,f42CLDR0146661578266258,1578266258.0321267
4,6,f42CLDR,f42CLDR0146661578283530,1578283530.6170185
4,6,f42CLDR,f42CLDR0146661578277459,1578277459.6964726
4,6,f42CLDR,f42CLDR0146661578273140,1578273140.2896698
4,6,f42CLDR,f42CLDR0146661578286754,1578286754.072385
4,7,g42CLDR,g42CLDR0146661578280116,1578280116.9384637
4,7,g42CLDR,g42CLDR0146661578216761,1578216761.5901065
4,7,g42CLDR,g42CLDR0146661578283121,1578283121.815525
4,7,g42CLDR,g42CLDR0146661578264995,1578264995.5195608
4,7,g42CLDR,g42CLDR0146661578289266,1578289266.0558233
4,8,h42CLDR,h42CLDR0146661578237708,1578237708.1837118
4,8,h42CLDR,h42CLDR0146661578257262,1578257262.6852188
4,8,h42CLDR,h42CLDR0146661578225527,1578225527.1151493
4,8,h42CLDR,h42CLDR0146661578242560,1578242560.3982506
4,8,h42CLDR,h42CLDR0146661578236885,1578236885.149325
4,9,i42CLDR,i42CLDR0146661578289675,1578289675.7309332
4,9,i42CLDR,i42CLDR0146661578247329,1578247329.4178357
4,9,i42CLDR,i42CLDR0146661578262140,1578262140.2365038
4,9,i42CLDR,i42CLDR0146661578259575,1578259575.9832246
4,9,i42CLDR,i42CLDR0146661578244306,1578244306.4799304
4,10,j42CLDR,j42CLDR0146661578230003,1578230003.085893
4,10,j42CLDR,j42CLDR0146661578265608,1578265608.7970467
4,10,j42CLDR,j42CLDR0146661578223684,1578223684.7374086
4,10,j42CLDR,j42CLDR0146661578267383,1578267383.9646115
4,10,j42CLDR,j42CLDR0146661578215851,1578215851.4082665
5,1,a42CLDR,a42CLDR0156661578234486,1578234486.8737068
5,2,b42CLDR,b42CLDR0156661578228035,1578228035.3528347
5,3,c42CLDR,c42CLDR0156661578287181,1578287181.1215796
5,4,d42CLDR,d42CLDR0156661578260247,1578260247.990507
5,5,e42CLDR,e42CLDR0156661578229087,1578229087.1852992
5,6,f42CLDR,f42CLDR0156661578283380,1578283380.1892736
5,7,g42CLDR,g42CLDR0156661578213261,1578213261.2676735
5,8,h42CLDR,h42CLDR0156661578242021,1578242021.9520073
5,9,i42CLDR,i42CLDR0156661578272436,1578272436.809772
5,10,j42CLDR,j42CLDR0156661578221916,1578221916.8533611
1,1,a42CLDR,a42CLDR0116661578376663,1578376663.9510217
1,2,b42CLDR,b42CLDR0116661578318546,1578318546.1735923
1,3,c42CLDR,c42CLDR0116661578354044,1578354044.568178
1,4,d42CLDR,d42CLDR0116661578308966,1578308966.7799
1,5,e42CLDR,e42CLDR0116661578355474,1578355474.433617
1,6,f42CLDR,f42CLDR0116661578355561,1578355561.0833285
1,7,g42CLDR,g42CLDR0116661578340640,1578340640.3363333
1,8,h42CLDR,h42CLDR0116661578365967,1578365967.5119073
1,9,i42CLDR,i42CLDR0116661578324091,1578324091.1303363
1,10,j42CLDR,j42CLDR0116661578330041,1578330041.6610959
2,1,a42CLDR,a42CLDR0126661578322211,1578322211.8244946
2,1,a42CLDR,a42CLDR0126661578330751,1578330751.4185438
2,2,b42CLDR,b42CLDR0126661578330142,1578330142.5187619
2,2,b42CLDR,b42CLDR0126661578292431,1578292431.4255943
2,3,c42CLDR,c42CLDR0126661578320465,1578320465.5390103
2,3,c42CLDR,c42CLDR0126661578316806,1578316806.6675222
2,4,d42CLDR,d42CLDR0126661578335901,1578335901.4470217
2,4,d42CLDR,d42CLDR0126661578366578,1578366578.9246917
2,5,e42CLDR,e42CLDR0126661578368454,1578368454.9679644
2,5,e42CLDR,e42CLDR0126661578339991,1578339991.819221
2,6,f42CLDR,f42CLDR0126661578351436,1578351436.6197696
2,6,f42CLDR,f42CLDR0126661578327466,1578327466.5577672
2,7,g42CLDR,g42CLDR0126661578312018,1578312018.9674609
2,7,g42CLDR,g42CLDR0126661578349966,1578349966.522357
2,8,h42CLDR,h42CLDR0126661578331719,1578331719.610474
2,8,h42CLDR,h42CLDR0126661578365047,1578365047.1327205
2,9,i42CLDR,i42CLDR0126661578340430,1578340430.4185822
2,9,i42CLDR,i42CLDR0126661578371779,1578371779.0953405
2,10,j42CLDR,j42CLDR0126661578338997,1578338997.9578881
2,10,j42CLDR,j42CLDR0126661578358779,1578358779.1354158
3,1,a42CLDR,a42CLDR0136661578341732,1578341732.6430895
3,2,b42CLDR,b42CLDR0136661578328848,1578328848.253037
3,3,c42CLDR,c42CLDR0136661578303912,1578303912.8969202
3,4,d42CLDR,d42CLDR0136661578292731,1578292731.9600086
3,5,e42CLDR,e42CLDR0136661578334394,1578334394.851687
3,6,f42CLDR,f42CLDR0136661578342428,1578342428.9922328
3,7,g42CLDR,g42CLDR0136661578349269,1578349269.5368454
3,8,h42CLDR,h42CLDR0136661578322358,1578322358.1014042
3,9,i42CLDR,i42CLDR0136661578295263,1578295263.0238628
3,10,j42CLDR,j42CLDR0136661578315479,1578315479.5856092
4,1,a42CLDR,a42CLDR0146661578331671,1578331671.8579621
4,1,a42CLDR,a42CLDR0146661578341016,1578341016.0737178
4,1,a42CLDR,a42CLDR0146661578320631,1578320631.262851
4,1,a42CLDR,a42CLDR0146661578299578,1578299578.5945861
4,1,a42CLDR,a42CLDR0146661578344799,1578344799.9354563
4,2,b42CLDR,b42CLDR0146661578295846,1578295846.2108173
4,2,b42CLDR,b42CLDR0146661578341651,1578341651.316491
4,2,b42CLDR,b42CLDR0146661578326220,1578326220.1430361
4,2,b42CLDR,b42CLDR0146661578309718,1578309718.7385695
4,2,b42CLDR,b42CLDR0146661578336484,1578336484.9399724
4,3,c42CLDR,c42CLDR0146661578315152,1578315152.3633432
4,3,c42CLDR,c42CLDR0146661578316281,1578316281.304177
4,3,c42CLDR,c42CLDR0146661578317486,1578317486.7365127
4,3,c42CLDR,c42CLDR0146661578349975,1578349975.343316
4,3,c42CLDR,c42CLDR0146661578349866,1578349866.1173062
4,4,d42CLDR,d42CLDR0146661578304196,1578304196.231912
4,4,d42CLDR,d42CLDR0146661578339215,1578339215.8594072
4,4,d42CLDR,d42CLDR0146661578325799,1578325799.2660067
4,4,d42CLDR,d42CLDR0146661578299733,1578299733.69783
4,4,d42CLDR,d42CLDR0146661578344746,1578344746.8587518
4,5,e42CLDR,e42CLDR0146661578332940,1578332940.6850371
4,5,e42CLDR,e42CLDR0146661578319968,1578319968.751112
4,5,e42CLDR,e42CLDR0146661578376784,1578376784.4791853
4,5,e42CLDR,e42CLDR0146661578370849,1578370849.6128771
4,5,e42CLDR,e42CLDR0146661578314830,1578314830.304033
4,6,f42CLDR,f42CLDR0146661578342386,1578342386.5319078
4,6,f42CLDR,f42CLDR0146661578322582,1578322582.4723454
4,6,f42CLDR,f42CLDR0146661578375403,1578375403.040239
4,6,f42CLDR,f42CLDR0146661578323610,1578323610.376087
4,6,f42CLDR,f42CLDR0146661578339709,1578339709.7267137
4,7,g42CLDR,g42CLDR0146661578363817,1578363817.7717206
4,7,g42CLDR,g42CLDR0146661578375920,1578375920.7191532
4,7,g42CLDR,g42CLDR0146661578367318,1578367318.582473
4,7,g42CLDR,g42CLDR0146661578299824,1578299824.0877092
4,7,g42CLDR,g42CLDR0146661578320535,1578320535.5255232
4,8,h42CLDR,h42CLDR0146661578311820,1578311820.323728
4,8,h42CLDR,h42CLDR0146661578297794,1578297794.9075794
4,8,h42CLDR,h42CLDR0146661578322229,1578322229.070457
4,8,h42CLDR,h42CLDR0146661578325739,1578325739.9087057
4,8,h42CLDR,h42CLDR0146661578373938,1578373938.4133193
4,9,i42CLDR,i42CLDR0146661578369899,1578369899.910141
4,9,i42CLDR,i42CLDR0146661578367491,1578367491.3032088
4,9,i42CLDR,i42CLDR0146661578349862,1578349862.0161593
4,9,i42CLDR,i42CLDR0146661578366800,1578366800.2063198
4,9,i42CLDR,i42CLDR0146661578371119,1578371119.2916512
4,10,j42CLDR,j42CLDR0146661578297584,1578297584.9281385
4,10,j42CLDR,j42CLDR0146661578363740,1578363740.3693323
4,10,j42CLDR,j42CLDR0146661578346279,1578346279.1033685
4,10,j42CLDR,j42CLDR0146661578352837,1578352837.69108
4,10,j42CLDR,j42CLDR0146661578327444,1578327444.6989765
5,1,a42CLDR,a42CLDR0156661578308084,1578308084.042175
5,2,b42CLDR,b42CLDR0156661578299107,1578299107.404527
5,3,c42CLDR,c42CLDR0156661578299203,1578299203.3863494
5,4,d42CLDR,d42CLDR0156661578360771,1578360771.1551986
5,5,e42CLDR,e42CLDR0156661578321603,1578321603.373731
5,6,f42CLDR,f42CLDR0156661578329617,1578329617.9881628
5,7,g42CLDR,g42CLDR0156661578318775,1578318775.1072352
5,8,h42CLDR,h42CLDR0156661578361559,1578361559.1345923
5,9,i42CLDR,i42CLDR0156661578353453,1578353453.8529096
5,10,j42CLDR,j42CLDR0156661578331482,1578331482.935357
1,1,a42CLDR,a42CLDR0116661578410028,1578410028.9231818
1,2,b42CLDR,b42CLDR0116661578394441,1578394441.260007
1,3,c42CLDR,c42CLDR0116661578379428,1578379428.0297046
1,4,d42CLDR,d42CLDR0116661578423362,1578423362.1004398
1,5,e42CLDR,e42CLDR0116661578412447,1578412447.0072231
1,6,f42CLDR,f42CLDR0116661578393656,1578393656.200276
1,7,g42CLDR,g42CLDR0116661578399373,1578399373.953383
1,8,h42CLDR,h42CLDR0116661578401694,1578401694.0803704
1,9,i42CLDR,i42CLDR0116661578404743,1578404743.650491
1,10,j42CLDR,j42CLDR0116661578445911,1578445911.5037012
2,1,a42CLDR,a42CLDR0126661578437374,1578437374.891033
2,1,a42CLDR,a42CLDR0126661578425006,1578425006.373443
2,2,b42CLDR,b42CLDR0126661578457247,1578457247.036233
2,2,b42CLDR,b42CLDR0126661578402827,1578402827.0266047
2,3,c42CLDR,c42CLDR0126661578461360,1578461360.065287
2,3,c42CLDR,c42CLDR0126661578390454,1578390454.5735788
2,4,d42CLDR,d42CLDR0126661578433467,1578433467.6766014
2,4,d42CLDR,d42CLDR0126661578402873,1578402873.0967202
2,5,e42CLDR,e42CLDR0126661578410925,1578410925.8354256
2,5,e42CLDR,e42CLDR0126661578432272,1578432272.9186223
2,6,f42CLDR,f42CLDR0126661578432323,1578432323.8263156
2,6,f42CLDR,f42CLDR0126661578385378,1578385378.9884644
2,7,g42CLDR,g42CLDR0126661578421026,1578421026.7269135
2,7,g42CLDR,g42CLDR0126661578430117,1578430117.3519318
2,8,h42CLDR,h42CLDR0126661578386510,1578386510.8467004
2,8,h42CLDR,h42CLDR0126661578392269,1578392269.4131913
2,9,i42CLDR,i42CLDR0126661578426836,1578426836.0415828
2,9,i42CLDR,i42CLDR0126661578432486,1578432486.3846788
2,10,j42CLDR,j42CLDR0126661578444431,1578444431.5532596
2,10,j42CLDR,j42CLDR0126661578413347,1578413347.2041807
3,1,a42CLDR,a42CLDR0136661578442229,1578442229.2914116
3,2,b42CLDR,b42CLDR0136661578389708,1578389708.0117774
3,3,c42CLDR,c42CLDR0136661578447125,1578447125.8002925
3,4,d42CLDR,d42CLDR0136661578377393,1578377393.6192474
3,5,e42CLDR,e42CLDR0136661578393547,1578393547.6786685
3,6,f42CLDR,f42CLDR0136661578432325,1578432325.5543425
3,7,g42CLDR,g42CLDR0136661578418769,1578418769.6592867
3,8,h42CLDR,h42CLDR0136661578399106,1578399106.3289537
3,9,i42CLDR,i42CLDR0136661578455214,1578455214.2338188
3,10,j42CLDR,j42CLDR0136661578404150,1578404150.421026
4,1,a42CLDR,a42CLDR0146661578420288,1578420288.1573095
4,1,a42CLDR,a42CLDR0146661578460294,1578460294.7299364
4,1,a42CLDR,a42CLDR0146661578415668,1578415668.884855
4,1,a42CLDR,a42CLDR0146661578414612,1578414612.491556
4,1,a42CLDR,a42CLDR0146661578384685,1578384685.4373221
4,2,b42CLDR,b42CLDR0146661578447755,1578447755.737493
4,2,b42CLDR,b42CLDR0146661578398346,1578398346.289467
4,2,b42CLDR,b42CLDR0146661578379979,1578379979.288387
4,2,b42CLDR,b42CLDR0146661578393633,1578393633.4977567
4,2,b42CLDR,b42CLDR0146661578381716,1578381716.3865273
4,3,c42CLDR,c42CLDR0146661578454278,1578454278.5264955
4,3,c42CLDR,c42CLDR0146661578399450,1578399450.900511
4,3,c42CLDR,c42CLDR0146661578384112,1578384112.2525806
4,3,c42CLDR,c42CLDR0146661578384104,1578384104.2823172
4,3,c42CLDR,c42CLDR0146661578452603,1578452603.6878607
4,4,d42CLDR,d42CLDR0146661578441268,1578441268.4011695
4,4,d42CLDR,d42CLDR0146661578431934,1578431934.9829865
4,4,d42CLDR,d42CLDR0146661578415018,1578415018.8600423
4,4,d42CLDR,d42CLDR0146661578428441,1578428441.4365032
4,4,d42CLDR,d42CLDR0146661578382241,1578382241.6833136
4,5,e42CLDR,e42CLDR0146661578411573,1578411573.4622364
4,5,e42CLDR,e42CLDR0146661578448315,1578448315.9688203
4,5,e42CLDR,e42CLDR0146661578435096,1578435096.1122346
4,5,e42CLDR,e42CLDR0146661578444865,1578444865.031839
4,5,e42CLDR,e42CLDR0146661578416275,1578416275.7001324
4,6,f42CLDR,f42CLDR0146661578386303,1578386303.4047253
4,6,f42CLDR,f42CLDR0146661578438256,1578438256.9406126
4,6,f42CLDR,f42CLDR0146661578427890,1578427890.0886514
4,6,f42CLDR,f42CLDR0146661578414251,1578414251.5684667
4,6,f42CLDR,f42CLDR0146661578429620,1578429620.24146
4,7,g42CLDR,g42CLDR0146661578450232,1578450232.7691076
4,7,g42CLDR,g42CLDR0146661578390081,1578390081.5330253
4,7,g42CLDR,g42CLDR0146661578376903,1578376903.3547916
4,7,g42CLDR,g42CLDR0146661578409109,1578409109.059789
4,7,g42CLDR,g42CLDR0146661578416582,1578416582.2997873
4,8,h42CLDR,h42CLDR0146661578445931,1578445931.1571398
4,8,h42CLDR,h42CLDR0146661578446418,1578446418.3946729
4,8,h42CLDR,h42CLDR0146661578441386,1578441386.3164499
4,8,h42CLDR,h42CLDR0146661578442215,1578442215.0564778
4,8,h42CLDR,h42CLDR0146661578420033,1578420033.753794
4,9,i42CLDR,i42CLDR0146661578416228,1578416228.9085898
4,9,i42CLDR,i42CLDR0146661578399375,1578399375.2892048
4,9,i42CLDR,i42CLDR0146661578418348,1578418348.8599498
4,9,i42CLDR,i42CLDR0146661578446945,1578446945.9151657
4,9,i42CLDR,i42CLDR0146661578425453,1578425453.63195
4,10,j42CLDR,j42CLDR0146661578378801,1578378801.5145328
4,10,j42CLDR,j42CLDR0146661578398254,1578398254.4857347
4,10,j42CLDR,j42CLDR0146661578420532,1578420532.4166563
4,10,j42CLDR,j42CLDR0146661578457652,1578457652.3741646
4,10,j42CLDR,j42CLDR0146661578381439,1578381439.1726685
5,1,a42CLDR,a42CLDR0156661578409770,1578409770.0471609
5,2,b42CLDR,b42CLDR0156661578447102,1578447102.5998847
5,3,c42CLDR,c42CLDR0156661578456397,1578456397.915546
5,4,d42CLDR,d42CLDR0156661578440156,1578440156.6965961
5,5,e42CLDR,e42CLDR0156661578456216,1578456216.5515344
5,6,f42CLDR,f42CLDR0156661578446358,1578446358.7932866
5,7,g42CLDR,g42CLDR0156661578385342,1578385342.4770827
5,8,h42CLDR,h42CLDR0156661578391264,1578391264.6275048
5,9,i42CLDR,i42CLDR0156661578436109,1578436109.4172146
5,10,j42CLDR,j42CLDR0156661578454334,1578454334.4365103
1,1,a42CLDR,a42CLDR0116661578511676,1578511676.3290021
1,2,b42CLDR,b42CLDR0116661578499408,1578499408.090577
1,3,c42CLDR,c42CLDR0116661578531537,1578531537.508079
1,4,d42CLDR,d42CLDR0116661578536977,1578536977.9172583
1,5,e42CLDR,e42CLDR0116661578546167,1578546167.9036748
1,6,f42CLDR,f42CLDR0116661578495186,1578495186.2753818
1,7,g42CLDR,g42CLDR0116661578520155,1578520155.8990207
1,8,h42CLDR,h42CLDR0116661578473609,1578473609.2736635
1,9,i42CLDR,i42CLDR0116661578470215,1578470215.4293828
1,10,j42CLDR,j42CLDR0116661578475642,1578475642.9052367
2,1,a42CLDR,a42CLDR0126661578475068,1578475068.345542
2,1,a42CLDR,a42CLDR0126661578515385,1578515385.3359246
2,2,b42CLDR,b42CLDR0126661578538676,1578538676.9475791
2,2,b42CLDR,b42CLDR0126661578536315,1578536315.7135189
2,3,c42CLDR,c42CLDR0126661578467104,1578467104.2897313
2,3,c42CLDR,c42CLDR0126661578510780,1578510780.6871727
2,4,d42CLDR,d42CLDR0126661578549574,1578549574.3870208
2,4,d42CLDR,d42CLDR0126661578472478,1578472478.948786
2,5,e42CLDR,e42CLDR0126661578505040,1578505040.2533665
2,5,e42CLDR,e42CLDR0126661578494322,1578494322.309465
2,6,f42CLDR,f42CLDR0126661578523221,1578523221.744334
2,6,f42CLDR,f42CLDR0126661578486866,1578486866.904787
2,7,g42CLDR,g42CLDR0126661578512972,1578512972.5705423
2,7,g42CLDR,g42CLDR0126661578543832,1578543832.2416475
2,8,h42CLDR,h42CLDR0126661578492328,1578492328.758956
2,8,h42CLDR,h42CLDR0126661578522860,1578522860.1846917
2,9,i42CLDR,i42CLDR0126661578489854,1578489854.6817033
2,9,i42CLDR,i42CLDR0126661578500171,1578500171.7747006
2,10,j42CLDR,j42CLDR0126661578509534,1578509534.4261856
2,10,j42CLDR,j42CLDR0126661578524596,1578524596.3758895
3,1,a42CLDR,a42CLDR0136661578508046,1578508046.8616664
3,2,b42CLDR,b42CLDR0136661578471951,1578471951.7979407
3,3,c42CLDR,c42CLDR0136661578544765,1578544765.6619043
3,4,d42CLDR,d42CLDR0136661578535620,1578535620.5204191
3,5,e42CLDR,e42CLDR0136661578475449,1578475449.7102413
3,6,f42CLDR,f42CLDR0136661578473097,1578473097.8468163
3,7,g42CLDR,g42CLDR0136661578490417,1578490417.2646635
3,8,h42CLDR,h42CLDR0136661578525542,1578525542.0769167
3,9,i42CLDR,i42CLDR0136661578538446,1578538446.4846835
3,10,j42CLDR,j42CLDR0136661578548237,1578548237.2832978
4,1,a42CLDR,a42CLDR0146661578483614,1578483614.3390756
4,1,a42CLDR,a42CLDR0146661578508646,1578508646.5073075
4,1,a42CLDR,a42CLDR0146661578512581,1578512581.754308
4,1,a42CLDR,a42CLDR0146661578483762,1578483762.3509808
4,1,a42CLDR,a42CLDR0146661578517815,1578517815.0670488
4,2,b42CLDR,b42CLDR0146661578474003,1578474003.27659
4,2,b42CLDR,b42CLDR0146661578469055,1578469055.3942382
4,2,b42CLDR,b42CLDR0146661578464855,1578464855.688073
4,2,b42CLDR,b42CLDR0146661578473970,1578473970.623072
4,2,b42CLDR,b42CLDR0146661578548379,1578548379.2595046
4,3,c42CLDR,c42CLDR0146661578489891,1578489891.8028352
4,3,c42CLDR,c42CLDR0146661578479613,1578479613.215632
4,3,c42CLDR,c42CLDR0146661578487430,1578487430.2622745
4,3,c42CLDR,c42CLDR0146661578477733,1578477733.924176
4,3,c42CLDR,c42CLDR0146661578530764,1578530764.5135388
4,4,d42CLDR,d42CLDR0146661578527077,1578527077.343512
4,4,d42CLDR,d42CLDR0146661578524595,1578524595.2178285
4,4,d42CLDR,d42CLDR0146661578540632,1578540632.3818314
4,4,d42CLDR,d42CLDR0146661578500601,1578500601.852293
4,4,d42CLDR,d42CLDR0146661578517958,1578517958.9998507
4,5,e42CLDR,e42CLDR0146661578464899,1578464899.8280823
4,5,e42CLDR,e42CLDR0146661578471928,1578471928.7716997
4,5,e42CLDR,e42CLDR0146661578506323,1578506323.7838435
4,5,e42CLDR,e42CLDR0146661578549504,1578549504.664849
4,5,e42CLDR,e42CLDR0146661578474997,1578474997.2657804
4,6,f42CLDR,f42CLDR0146661578535501,1578535501.9397514
4,6,f42CLDR,f42CLDR0146661578466924,1578466924.8801758
4,6,f42CLDR,f42CLDR0146661578492809,1578492809.7807043
4,6,f42CLDR,f42CLDR0146661578525510,1578525510.8967037
4,6,f42CLDR,f42CLDR0146661578503690,1578503690.153233
4,7,g42CLDR,g42CLDR0146661578480920,1578480920.6322055
4,7,g42CLDR,g42CLDR0146661578541258,1578541258.907831
4,7,g42CLDR,g42CLDR0146661578545696,1578545696.7536082
4,7,g42CLDR,g42CLDR0146661578523718,1578523718.6263585
4,7,g42CLDR,g42CLDR0146661578482000,1578482000.7959936
4,8,h42CLDR,h42CLDR0146661578476838,1578476838.7795954
4,8,h42CLDR,h42CLDR0146661578518761,1578518761.695012
4,8,h42CLDR,h42CLDR0146661578537453,1578537453.2903986
4,8,h42CLDR,h42CLDR0146661578506085,1578506085.6812212
4,8,h42CLDR,h42CLDR0146661578542762,1578542762.3199556
4,9,i42CLDR,i42CLDR0146661578476799,1578476799.1421485
4,9,i42CLDR,i42CLDR0146661578494903,1578494903.1794496
4,9,i42CLDR,i42CLDR0146661578499972,1578499972.2378237
4,9,i42CLDR,i42CLDR0146661578482915,1578482915.7904758
4,9,i42CLDR,i42CLDR0146661578487124,1578487124.8869889
4,10,j42CLDR,j42CLDR0146661578480409,1578480409.7028084
4,10,j42CLDR,j42CLDR0146661578547957,1578547957.6512635
4,10,j42CLDR,j42CLDR0146661578508582,1578508582.7383204
4,10,j42CLDR,j42CLDR0146661578477743,1578477743.442707
4,10,j42CLDR,j42CLDR0146661578519481,1578519481.9213743
5,1,a42CLDR,a42CLDR0156661578474358,1578474358.6389081
5,2,b42CLDR,b42CLDR0156661578504036,1578504036.4337525
5,3,c42CLDR,c42CLDR0156661578540274,1578540274.448728
5,4,d42CLDR,d42CLDR0156661578469438,1578469438.5248547
5,5,e42CLDR,e42CLDR0156661578541363,1578541363.4549747
5,6,f42CLDR,f42CLDR0156661578464024,1578464024.7589154
5,7,g42CLDR,g42CLDR0156661578486772,1578486772.7303076
5,8,h42CLDR,h42CLDR0156661578468372,1578468372.3450336
5,9,i42CLDR,i42CLDR0156661578469658,1578469658.504365
5,10,j42CLDR,j42CLDR0156661578487107,1578487107.2854087
1,1,a42CLDR,a42CLDR0116661578624291,1578624291.849087
1,2,b42CLDR,b42CLDR0116661578577841,1578577841.8439224
1,3,c42CLDR,c42CLDR0116661578615515,1578615515.9842467
1,4,d42CLDR,d42CLDR0116661578607617,1578607617.538254
1,5,e42CLDR,e42CLDR0116661578627421,1578627421.1954453
1,6,f42CLDR,f42CLDR0116661578559446,1578559446.334335
